"","company_name","investor_name"
"13258","MobileHero, Inc.","Cove Capital Group"
"13259","MobileRQ","Oregon Angel Fund"
"13260","MobileServe","Velocity Indiana"
"13261","MobileSuites","Rough Draft Ventures"
"13262","Mobilitie","CIT Bank"
"13263","Mobilitie","TD Securities"
"13264","Mobiquity","Longworth Venture Partners"
"13265","Mobiquity","NewSpring Capital"
"13266","Mobius Motors","Marc Bell Ventures"
"13267","Mobius Motors","Sumon Sadhu"
"13268","MobKard","Globaltronics"
"13269","MobLabs","Moonshots Capital"
"13270","MobLabs","NXTP Labs"
"13271","MobLabs","Third Wave Digital"
"13272","Moblico","Missouri Technology Corporation"
"13273","Moboboost","Daniel E. Erhabor"
"13274","MoboFree","eVentures Africa Fund"
"13275","MoboFree","Million Monkeys"
"13276","Mobvoi Inc.","Google"
"13277","MOCACARE","EMB International"
"13278","MOCACARE","JDM Mobile Internet Solutions"
"13279","Mocana","AITV (Accelerate IT Ventures)"
"13280","Mocar","CDH Investments"
"13281","MocialCall ApS","Valorem ApS"
"13282","MockBank","Blume Ventures"
"13283","Moda Midstream","EnCap Flatrock Midstream"
"13284","Moda Operandi","Advance Publications"
"13285","Moda Operandi","Fidelity Investments"
"13286","Moda Operandi","LVMH"
"13287","Moda Operandi","NAV.VC"
"13288","Moda Operandi","New Enterprise Associates"
"13289","Moda Operandi","RRE Ventures"
"13290","Modanisa","Aslanoba Capital"
"13291","Modanisa","STC Ventures"
"13292","Modcam","Anders Laurin"
"13293","Modcam","Peter Carlsson"
"13294","Modcam","Robert Bosch Venture Capital"
"13295","Modcam","Spintop Ventures"
"13296","ModCloth","Accel"
"13297","ModCloth","AngelHub Ventures"
"13298","ModCloth","First Round"
"13299","ModCloth","FLOODGATE"
"13300","ModCloth","Norwest Venture Partners - NVP"
"13301","Mode Analytics","Arnold Capital"
"13302","Mode Analytics","Foundation Capital"
"13303","Mode Analytics","Goldcrest Investments"
"13304","Mode Media (fka Glam Media)","Hubert Burda Media"
"13305","Modelo","ZhenFund"
"13306","Moderna Therapeutics","Alexion Pharmaceuticals"
"13307","Moderna Therapeutics","AstraZeneca"
"13308","Moderna Therapeutics","Invus"
"13309","Moderna Therapeutics","RA Capital Management"
"13310","Moderna Therapeutics","Viking Global Investors"
"13311","Moderna Therapeutics","Wellington Management"
"13312","ModernAdvisor","Moray Keith"
"13313","Modernizing Medicine, Inc.","IBM (International Business Machines)"
"13314","Modernizing Medicine, Inc.","Pentland Group"
"13315","Modernizing Medicine, Inc.","Sands Capital Ventures"
"13316","Modernizing Medicine, Inc.","Silicon Valley Bank"
"13317","Modernizing Medicine, Inc.","Summit Partners"
"13318","ModernLend","Entrepreneurs Roundtable Accelerator"
"13319","Modsy","Astia Angels"
"13320","Modsy","Google Ventures"
"13321","Modsy","Metamorphic Ventures"
"13322","Modsy","Norwest Venture Partners - NVP"
"13323","Modti","Kima Ventures"
"13324","Modumetal","Alliance of Angels"
"13325","Modumetal","Catamount Ventures"
"13326","Modumetal","Founders Fund"
"13327","Modumetal","Golden Seeds"
"13328","Modumetal","Hercules Technology Growth Capital"
"13329","Modumetal","Second Avenue Partners"
"13330","Modumetal","Steve Singh"
"13331","MoEngage","Exfinity Venture Partners"
"13332","MoEngage","Helion Venture Partners"
"13333","MoEngage","Kunal Bahl"
"13334","MoEngage","Raghunandan G"
"13335","MoEngage","Rohit Bansal"
"13336","MOF Technologies","GDF SUEZ Trading"
"13337","MOF Technologies","Johnson Matthey"
"13338","Mofang","Matrix Partners China"
"13339","Mofang","Shenzhen Capital Group"
"13340","Moff","Bandai Namco Entertainment"
"13341","Moff","Orso"
"13342","Moff","TomyK"
"13343","MOGL","Aequitas Capital"
"13344","MOGL","Avalon Ventures"
"13345","MOGL","Correlation Ventures"
"13346","MOGL","Monroe Capital"
"13347","MOGL","Moore Venture Partners"
"13348","MOGL","Sigma Partners"
"13349","Moglix","Accel"
"13350","Moglix","Jungle Ventures"
"13351","Mogo Finance Technology","Fortress Investment Group"
"13352","Mogoroom","KTB Network"
"13353","Mogujie","Ping An"
"13354","Mogujie","Ping An Ventures"
"13355","MOJIO","BDC Venture Capital"
"13356","MOJIO","Deutsche Telekom Capital Partners"
"13357","MOJIO","Relay Ventures"
"13358","MOJIO","Steve Case"
"13359","Mojix","Mercury Partners LLC"
"13360","Mojix","Oak Investment Partners"
"13361","Mojix","OMERS Ventures"
"13362","Moka","Wavemaker Partners"
"13363","Moki","Allegis Capital"
"13364","Moki","BYU Cougar Capital"
"13365","Moki","EPIC Ventures"
"13366","Moki","Pelion Venture Partners"
"13367","Moki","Plus550"
"13368","Moki","Service Provider Capital"
"13369","Molecular Health GmbH","dievini Hopp Biotech Holding"
"13370","Molecular Match","Houston Angel Network"
"13371","Molecule Z","Cyberport Hong Kong"
"13372","Moleculera Labs","i2E"
"13373","Moleculera Labs","i2i, Inc."
"13374","Moleculera Labs","SeedStep Angels group"
"13375","Molio Inc.","Advancit Capital"
"13376","Molio Inc.","Greycroft Partners"
"13377","Molio Inc.","Peak Ventures"
"13378","Molio Inc.","Service Provider Capital"
"13379","Molio Inc.","Square 1 Bank"
"13380","Molio Inc.","Subtraction Capital"
"13381","Molio Inc.","True Ventures"
"13382","Mologic","Calculus Capital"
"13383","Molotov","Idinvest Partners"
"13384","Momentum Funding","Victory Park Capital"
"13385","Momoe Technologies","IDG Ventures India"
"13386","Momoe Technologies","India Quotient"
"13387","Momoe Technologies","Jungle Ventures"
"13388","Momondo Group Limited","SVB Capital"
"13389","Momunt","Launch Fund"
"13390","Momunt","Social Capital"
"13391","Momunt","Social Starts"
"13392","Monclarity","Access Industries"
"13393","Mondo","Passion Capital"
"13394","Monese","Seedcamp"
"13395","Monese","Shakil Khan"
"13396","Monese","SmartCap AS"
"13397","Money Dashboard","Ariadne Capital"
"13398","Money Dashboard","Calculus Capital"
"13399","Money Dashboard","Par Equity"
"13400","Money Dashboard","Scottish Investment Bank"
"13401","Money Forward","Fenox Venture Capital"
"13402","Money Forward","Mitsubishi UFJ Financial Group"
"13403","Money Forward","Mitsui & Co"
"13404","Money Forward","SBI Holdings"
"13405","Money Forward","Shizuoka Bank"
"13406","Money Forward","Toho Bank"
"13407","Money Forward","Yamaguchi Financial Group"
"13408","Money Mailer","Babson Capital Management"
"13409","Moneyball","Black Sheep Capital"
"13410","MoneyFarm","Cabot Square Capital"
"13411","MoneyFarm","United Ventures"
"13412","MoneyFellows","Startupbootcamp"
"13413","MoneyMan","Emery Capital"
"13414","MoneyMan","Vadim Dymov"
"13415","Moneysmart","Convergence Ventures"
"13416","Moneysmart","Golden Gate Ventures"
"13417","Moneysmart","OPT SEA"
"13418","Moneysmart","SPH Media Fund"
"13419","MoneyStream","Bruno Bowden"
"13420","MoneyStream","H&R Block"
"13421","Moneytree","Mitsubishi UFJ Capital"
"13422","Moneytree","Mizuho Venture Capital"
"13423","Moneytree","Salesforce"
"13424","Moneytree","SMBC Venture Capital"
"13425","MongoDB","Altimeter Capital"
"13426","MongoDB","Goldman Sachs"
"13427","MongoDB","New Enterprise Associates"
"13428","MongoDB","Sequoia Capital"
"13429","MongoDB","T. Rowe Price"
"13430","MONI Ltd.","Darwin Hunt"
"13431","MONI Ltd.","Digital Currency Group"
"13432","MONI Ltd.","Formation 8"
"13433","MONI Ltd.","Mark Britto"
"13434","MONI Ltd.","Maxfield Capital"
"13435","MONI Ltd.","Orion Henry"
"13436","MONI Ltd.","Paul Bragiel"
"13437","Monica+Andy","Brendan Wallace"
"13438","Monica+Andy","Stage One Capital"
"13439","Monii","Oliver Gleave"
"13440","MonkeyLearn","500 Startups"
"13441","MonkeyLearn","Gabriel Colla"
"13442","MonkeyLearn","Martin Naor"
"13443","MonkeyLearn","Pablo Realini"
"13444","Monkimun","Carina Szpilka"
"13445","Monkimun","Ian Noel"
"13446","Monkimun","Inaki Arrola"
"13447","Monkimun","IncuVest"
"13448","Monkimun","SHOzemi Innovation Ventures"
"13449","Monohm Inc.","KDDI"
"13450","Monterosa Productions","24 Haymarket"
"13451","Monterosa Productions","Angel CoFund"
"13452","Monterosa Productions","Robin Shenfield"
"13453","Montessorium","Bluestem Capital"
"13454","Monument","Startupbootcamp"
"13455","Monyq","Keadyn"
"13456","MOO.COM","Barclays PLC"
"13457","MoodMe","guido peters"
"13458","Moodooapp Ltd.","Said Business School Seed Fund"
"13459","MoolahSense","East Ventures"
"13460","MoolahSense","Pix Vine Capital"
"13461","Moonfrog Labs","Sequoia Capital"
"13462","Moonfrog Labs","Tiger Global Management"
"13463","Moonlighting","New Richmond Ventures"
"13464","Moonlighting","Paul Palmieri"
"13465","Moonlighting","The McClatchy Company"
"13466","Moonshadow Mobile, Inc.","Eimar Boesjes"
"13467","Moonshadow Mobile, Inc.","Willamette Angel Conference"
"13468","Moovenda","LVenture Group"
"13469","Moovit","BMW i Ventures"
"13470","Moovit","BRM Capital"
"13471","Moovit","Gemini Israel Ventures"
"13472","Moovit","Groupe Arnault"
"13473","Moovit","Keolis"
"13474","Moovit","Nokia Growth Partners"
"13475","Moovit","Sequoia Capital"
"13476","Moovit","Sound Ventures"
"13477","Moovit","Vaizra Investments"
"13478","Moovo","Anindya Shuvra Sen"
"13479","Moovo","Jio Bijay Sahoo"
"13480","Moovo","Nitin Sethi"
"13481","Moovo","Pratyush Prasanna"
"13482","Moovo","Sameer Nagpal"
"13483","Moovo","Vikram Chachra"
"13484","Moovo","YouWeCan"
"13485","Moppi.com","Miika Toivonen"
"13486","Moppi.com","Vision+"
"13487","More Design","GGV Capital"
"13488","MORE Health","New Enterprise Associates"
"13489","more2","Eight Roads Ventures"
"13490","Moresise Bank","Arif Akhmedzade"
"13491","Moresise Bank","Farid Safarov"
"13492","Morgan Daniels Training Ltd","Funding Tree"
"13493","Morphick Cyber Security","Orchard Holdings Group"
"13494","Morphisec","Deutsche Telekom"
"13495","Morphisec","GE Ventures"
"13496","Morphisec","Jerusalem Venture Partners (JVP)"
"13497","Morphisec","Portage Advisors"
"13498","MorphOptics","XLR8UH"
"13499","Mosaic Manufacturing","FounderFuel"
"13500","Mosambee","Rajasthan Venture Capital Fund"
"13501","Mosambee","SIDBI Venture Capital"
"13502","Mosavali","European Commission"
"13503","Mosavali","Mercy Corps"
"13504","MoSeeker","e.ventures"
"13505","MoSeeker","Infinity Venture Partners"
"13506","MoSeeker","Recruit Strategic Partners"
"13507","MOSMARY - FOOD ON DEMAND","Carlos Cuevas"
"13508","Mosyle","DGF Investimentos"
"13509","Motif Investing","Renren Inc."
"13510","Motion Metrics","Hax"
"13511","Motion Metrics","SOSV"
"13512","Motion Solutions","North Branch Capital."
"13513","MotionElements","500 Startups"
"13514","MotionElements","Incubate Fund"
"13515","MotionElements","KK Fund"
"13516","Motiv","AME Cloud Ventures"
"13517","Motiv","Granite Ventures"
"13518","Motiv","StartX"
"13519","Motor Vehicle Software","Accel-KKR"
"13520","Motormax","NXTP Labs"
"13521","Motorola Solutions","Silver Lake Partners"
"13522","Motoroso","Techstars"
"13523","Moula","Liberty Financial Companies, Inc"
"13524","Moula","NCN Investments"
"13525","Mountain Drones Inc.","Telluride Venture Accelerator"
"13526","Mousera","AME Cloud Ventures"
"13527","Mousera","Data Collective"
"13528","Mousera","Dolby Family Ventures"
"13529","Mousera","Founders Fund"
"13530","Mousera","Lux Capital"
"13531","Mouth Foods","Jason Calacanis"
"13532","Mouth Foods","KarpReilly"
"13533","Mouth Foods","Vocap Investment Partners"
"13534","Movago","Cherry Ventures"
"13535","Movago","Christian Bertermann"
"13536","Movago","Christopher Muhr"
"13537","Movago","DN Capital"
"13538","Movago","HV Holtzbrinck Ventures"
"13539","Movago","Philipp Magin"
"13540","Movago","Piton Capital"
"13541","Movago","Ronny Lange"
"13542","MOVE Guides","New Enterprise Associates"
"13543","MOVE Guides","Notion Capital"
"13544","Move Loot","First Round"
"13545","Move Loot","Great Oaks Venture Capital"
"13546","Move Loot","IDG Capital Partners"
"13547","Move Loot","Index Ventures"
"13548","Move Loot","Metamorphic Ventures"
"13549","Move Loot","QueensBridge Venture Partners"
"13550","Move Loot","Sherpa Capital"
"13551","MoveInSync","InnoVen Capital India"
"13552","Movement Ventures","BYU Cougar Capital"
"13553","Movement Ventures","Kickstart Seed Fund"
"13554","Movement Ventures","Pelion Venture Partners"
"13555","Movement Ventures","Peterson Partners"
"13556","Moven","Anthemis Group"
"13557","Moven","Route 66 Ventures"
"13558","MoveWith","Founder Collective"
"13559","Movidius","AIB Seed Capital Fund"
"13560","Movidius","ARCH Venture Partners"
"13561","Movidius","Atlantic Bridge"
"13562","Movidius","Capital-E"
"13563","Movidius","Draper Esprit"
"13564","Movidius","Robert Bosch Venture Capital"
"13565","Movidius","Summit Bridge Capital"
"13566","Movidius","Sunny Optical Technology"
"13567","Moviepilot","T-Venture"
"13568","Moviepilot","Webedia"
"13569","Movile","Naspers"
"13570","Moving Analytics","Blueprint Health"
"13571","Moving Analytics","The Wallace H. Coulter Foundation"
"13572","Movinga","Christian Vollmann"
"13573","Movinga","David Khalil"
"13574","Movinga","Dr. Philipp Kreibohm"
"13575","Movinga","Earlybird Venture Capital"
"13576","Movinga","Florian Heinemann"
"13577","Movinga","Global Founders Capital"
"13578","Movinga","Marcos Victoria"
"13579","Movinga","Tim Marbach"
"13580","Mowdo","Miller Lite"
"13581","Moximed","GBS Ventures"
"13582","Moximed","Gilde Healthcare Partners"
"13583","Moximed","Morgenthaler Ventures"
"13584","Moximed","New Enterprise Associates"
"13585","Moximed","Vertex Ventures"
"13586","Moxxly","79 Studios"
"13587","Moxxly","Andrew McCollum"
"13588","Moxxly","Chloe Sladden"
"13589","Moxxly","Designer Fund"
"13590","Moxxly","Grit Labs"
"13591","Moxxly","Jennifer Carolan"
"13592","Moxxly","Jennifer Gill Roberts"
"13593","Moxxly","Randi Zuckerberg"
"13594","Moxxly","Slow Ventures"
"13595","Moxxly","Tony L. Chen"
"13596","MPIRICA Health Analytics","McQuinn Trust"
"13597","mpirik","BrightStar Wisconsin Foundation"
"13598","MPOWER Financing","1776 Ventures"
"13599","MPOWER Financing","Baltimore Angels"
"13600","MPOWER Financing","VilCap Investments"
"13601","MPOWER Financing","Village Capital"
"13602","mPulse Mobile, Inc.","eonCapital"
"13603","mPulse Mobile, Inc.","Jumpstart Ventures"
"13604","mPulse Mobile, Inc.","Merrick Ventures"
"13605","mPulse Mobile, Inc.","OCA Ventures"
"13606","Mr Gabriel","Tikehau Capital Advisors"
"13607","Mr Patch","EyeFocus Accelerator"
"13608","MR Presta","Family Office"
"13609","MR Presta","MercadoLibre"
"13610","MR Presta","Wayra"
"13611","MRPEasy","Startup Wise Guys"
"13612","MSA Security","PWP Growth Equity"
"13613","MSG Lithoglas","ASV GmbH"
"13614","MSG Lithoglas","MBG Sachsen"
"13615","MSG Lithoglas","TGFS - Technologiegruenderfonds Sachsen"
"13616","mShipper","Vijai Laxmi"
"13617","MSM Box","Rohit Goel"
"13618","MST","Agate Medical Investments"
"13619","MST","Haisco Pharmaceutical Group"
"13620","MST","Jacobs"
"13621","MST","OurCrowd"
"13622","MST","SCP Vitalife Partners"
"13623","MST","TriVentures"
"13624","Mswipe Technologies","Axis Bank"
"13625","Mswipe Technologies","DSG Consumer Partners"
"13626","Mswipe Technologies","Falcon Edge Capital"
"13627","Mswipe Technologies","Matrix Partners India"
"13628","Mswipe Technologies","Meru Capital"
"13629","Mterview","Marvelstone"
"13630","Mubble","Accel"
"13631","Mubble","Nandan Nilekani"
"13632","MUBI","Alan Chan"
"13633","MUBI","Eric Fellner"
"13634","MUBI","Floreat"
"13635","MUBI","Joe Osnoss"
"13636","MUBI","Martin Varsavsky"
"13637","MUBI","MMC Ventures"
"13638","MUBI","Simon Patterson"
"13639","MUBI","Vectr Ventures"
"13640","MUBI","White Star Capital"
"13641","MuleSoft","Adage Capital Management"
"13642","MuleSoft","Bay Partners"
"13643","MuleSoft","Brookside Capital"
"13644","MuleSoft","Capital Ventures"
"13645","MuleSoft","Cisco Investments"
"13646","MuleSoft","HWVP"
"13647","MuleSoft","Lightspeed Venture Partners"
"13648","MuleSoft","Meritech Capital Partners"
"13649","MuleSoft","Morgenthaler Ventures"
"13650","MuleSoft","New Enterprise Associates"
"13651","MuleSoft","Salesforce Ventures"
"13652","MuleSoft","Sands Capital Ventures"
"13653","MuleSoft","Sapphire Ventures"
"13654","MuleSoft","ServiceNow"
"13655","MultiSense","Startupbootcamp"
"13656","MULTIVOICE","OTTO Engineering"
"13657","Munchery","137 Ventures"
"13658","Munchery","e.ventures"
"13659","Munchery","Greycroft Partners"
"13660","Munchery","Menlo Ventures"
"13661","Munchery","Mousse Partners"
"13662","Munchery","Northgate Capital"
"13663","Munchery","Sherpa Capital"
"13664","Mundo Descuento","Family and Friends Investment"
"13665","Musaic","Alexa Fund"
"13666","Musaic","Amazon"
"13667","Muse Robotics","Qualcomm Incorporated"
"13668","Muse Robotics","Techstars"
"13669","Muse Robotics","Yiannis Giokas"
"13670","Museai","Innovation Norway"
"13671","MuseFind","Philip M. Neches"
"13672","Musement","360 Capital Partners"
"13673","Musement","Italian Angels for Growth"
"13674","Musement","Micheli Associati"
"13675","Musement","P101"
"13676","MusicGurus","Ascension Ventures Limited"
"13677","MusicGurus","Crowdcube"
"13678","musicyou","Brains2Market"
"13679","musicyou","Smart Equity"
"13680","Muzeums","SOUL FI"
"13681","Muzze","Startupbootcamp"
"13682","Muzzy Lane Software","Massachusetts Growth Capital Corporation"
"13683","MX Technologies","Commerce Ventures"
"13684","MX Technologies","Digital Garage"
"13685","MX Technologies","North Hill Ventures"
"13686","MX Technologies","Peter J. Kight"
"13687","MX Technologies","Subtraction Capital"
"13688","MX Technologies","USAA"
"13689","My Dealer Service","Tech Wildcatters"
"13690","My Dealer Service","Techstars"
"13691","My Digital Shield","Litera Investments"
"13692","My Fit Foods","Marlin Equity Partners"
"13693","My Table","Arena Ventures"
"13694","My Table","Brady Brim-DeForest"
"13695","My Table","Draft Ventures"
"13696","My Table","Eniac Ventures"
"13697","My Table","Mucker Capital"
"13698","My Taxi India","GHV Accelerator"
"13699","My Taxi India","Nihon Kotsu"
"13700","myCFO","Sameer Koticha"
"13701","Mychebao.com","Addor Capital"
"13702","Mychebao.com","Bank of Nanjing"
"13703","Mychebao.com","Gobi Partners"
"13704","Mychebao.com","Jiuding Capital"
"13705","Mychebao.com","Nanjing Venture Capital"
"13706","MyCheck","Santander Innoventures"
"13707","myCleaner","D+H"
"13708","MycoDev Group","New Brunswick Innovation Foundation"
"13709","MycoTechnology","Middleland Capital"
"13710","MycoTechnology","S2G Ventures"
"13711","MycoTechnology","Seventure Partners"
"13712","MyCuteOffice","Lead Angels Network"
"13713","MyDentist","Asian Healthcare Fund"
"13714","MyDentist","LGT group"
"13715","MyDentist","SeedFund"
"13716","MyEye","David Beckham"
"13717","Myfixpert","Wayra"
"13718","MyHealthPal","Andrew MacKay"
"13719","MyHealthPal","Proxy"
"13720","MyHealthPal","Will Armitage"
"13721","MyHealthTeams","Adams Street Partners"
"13722","MyHealthTeams","CVS Health"
"13723","MyHealthTeams","HealthTech Capital"
"13724","MyHealthTeams","Sand Hill Angels"
"13725","MyHealthTeams","The Westly Group"
"13726","MYI Diagnostics","SOSV"
"13727","Myia","StartupYard"
"13728","myKnowtions","Jameson Hsu"
"13729","myKnowtions","Mohsen Moazami"
"13730","myKnowtions","Signatures Capital"
"13731","myKnowtions","Steve Chen"
"13732","myKnowtions","Vectr Ventures"
"13733","myLAB","Houston Health Ventures"
"13734","myLAB","K5 Ventures"
"13735","myLAB","Texas Halo Fund"
"13736","MyLabBox","Houston Angel Network"
"13737","Myndlift","Arie Abecassis"
"13738","Myndlift","Brock Weatherup"
"13739","Myndlift","Israeli Chief Scientist"
"13740","Myndlift","Mauro Wjuniski"
"13741","Myndlift","Shai Rephaeli"
"13742","Myndlift","Takwin VC"
"13743","Myndlift","Zaitoun Ventures"
"13744","Mynet Inc.","B Dash Ventures"
"13745","Mynet Inc.","SMBC Venture Capital"
"13746","MyNewCar.in","Dreamz Ventures GmbH"
"13747","MyoKardia","BridgeBio"
"13748","MyoKardia","Casdin Capital"
"13749","MyoKardia","Cormorant Asset Management"
"13750","MyoKardia","Cowen Group"
"13751","MyoKardia","Perceptive Life Sciences"
"13752","MYOMO","Mountain Group Capital"
"13753","Myonsto.com","Jayant Bokadia"
"13754","MyoPowers Medical Technologies","Gran Plasa"
"13755","MyoPowers Medical Technologies","Novartis Venture Fund"
"13756","MyoPowers Medical Technologies","Truffle Capital"
"13757","MyPoolin","Amit Ranjan"
"13758","MyPoolin","Arjun Malhotra"
"13759","MyPoolin","Gautam Gandhi"
"13760","MyPoolin","Rajan Anandan"
"13761","MyPoolin","Sharad Sharma"
"13762","MyPoolin","Steve Sue"
"13763","MyPoolin","Sunil Kalra"
"13764","MyPRGenie","Chinaccelerator"
"13765","MyPRGenie","SOSV"
"13766","MyRealTrip","Altos Ventures"
"13767","MyRealTrip","Smile Gate Investment"
"13768","MyRepublic","DST Communications"
"13769","MyRoomIn","Impala Group"
"13770","MyShowcase","24 Haymarket"
"13771","MyShowcase","Miroma Ventures"
"13772","Mysimax","Alibaba"
"13773","MySmartPrice","Accel"
"13774","MySmartPrice","Helion Venture Partners"
"13775","mySugr","iSeed Ventures"
"13776","mySugr","Roche Venture Fund"
"13777","mySugr","XLHEALTH"
"13778","MyTime","Accelerator Ventures"
"13779","MyTime","Daher Capital"
"13780","MyTime","Khosla Ventures"
"13781","MyTime","Upfront Ventures"
"13782","MyTime","Westfield Corporation"
"13783","Mytrah Energy","Aion Direct Singapore"
"13784","Mytrah Energy","Merrill Lynch International Ltd."
"13785","MyTwinPlace","Wayra"
"13786","Myworldwall","Dalia Kpade"
"13787","Myworldwall","Tomveyi Bidamon"
"13788","N Join","TechFounders"
"13789","N Toggle","Bessemer Venture Partners"
"13790","N Toggle","Sigma Prime Ventures"
"13791","N-Dream AG","Andrin von Rechenberg"
"13792","N3","RedBird Capital Partners"
"13793","NA-KD.com - The next generation fashion marketplace","Magnus Emilson"
"13794","Naaptol","Canaan Partners"
"13795","Naaptol","Mitsui & Co"
"13796","Naaptol","New Enterprise Associates"
"13797","Naaptol","Silicon Valley Bank"
"13798","Naboomboo","Club Digitale"
"13799","Nabriva Therapeutics","EcoR1 Capital"
"13800","Nabriva Therapeutics","GLS Ventures"
"13801","Nabriva Therapeutics","HBM BioVentures"
"13802","Nabriva Therapeutics","Novartis Venture Fund"
"13803","Nabriva Therapeutics","OrbiMed"
"13804","Nabriva Therapeutics","Phase4 Partners"
"13805","Nabriva Therapeutics","Vivo Capital"
"13806","Nabriva Therapeutics","Wellcome Trust"
"13807","Naco Technologies Ltd","Imprimatur Capital"
"13808","Naf Naf Grill","Roark Capital Group"
"13809","Naia Pharmaceuticals","Pharco Pharmaceuticals"
"13810","Namely","Greenspring Associates"
"13811","Namely","Lerer Hippeau Ventures"
"13812","Namely","Matrix Partners"
"13813","Namely","Sequoia Capital"
"13814","Namely","True Ventures"
"13815","Namely","Vayner/RSE"
"13816","Namocart.com","Accel"
"13817","Namocart.com","Sequoia Capital"
"13818","Namogoo","Adler Chomsky & Warsawasky"
"13819","Namogoo","Blumberg Capital"
"13820","Namogoo","FundersGuild"
"13821","Namogoo","Inimity VC"
"13822","Nanigans","Avalon Ventures"
"13823","Nanigans","Cheetah Mobile"
"13824","Nanigans","Wellington Management"
"13825","Nannuka","Philipp BRINKMANN"
"13826","Nano Dimension","Morris Kahn"
"13827","Nano Nouvelle","Bradley Maguire"
"13828","Nano Nouvelle","Simon Hackett"
"13829","Nano Nouvelle","Terra Rossa Capital"
"13830","NanoAvionics","Practica Capital"
"13831","NanoCarrier Co","Whiz Partners"
"13832","Nanocloud Software","Breega Capital"
"13833","Nanocloud Software","Groupe Siparex"
"13834","Nanocomp","Evonik Venture Capital GmbH"
"13835","Nanocomp","Finnvera Venture Capital"
"13836","Nanoget","Pi Labs"
"13837","Nanoget","Seedcamp"
"13838","nanoGriptech","Innovation Works"
"13839","NanoLinea","TMCx Accelerator"
"13840","Nanomedical Diagnostics","Serra Ventures"
"13841","NanoQuan","Accelerator Centre"
"13842","nanoRETE","Michigan Accelerator Fund I"
"13843","Nanosys","Samsung Ventures"
"13844","NanoVision Diagnostics","Innovation Works"
"13845","NanoVision Diagnostics","North Coast Angel Fund"
"13846","Nantero","CRV"
"13847","Nantero","Draper Fisher Jurvetson (DFJ)"
"13848","Nantero","EMC"
"13849","Nantero","Globespan Capital Partners"
"13850","Nantero","Joseph N. Sanberg"
"13851","Nantero","Kingston"
"13852","NantHealth","Allscripts"
"13853","Naritiv","Adam Nash"
"13854","Naritiv","Allen DeBevoise"
"13855","Naritiv","Chris Williams"
"13856","Naritiv","Christopher Grey"
"13857","Naritiv","Disney Accelerator"
"13858","Naritiv","Greylock Partners"
"13859","Naritiv","Howard Lindzon"
"13860","Naritiv","Michael Liou"
"13861","Naritiv","Mucker Capital"
"13862","Naritiv","Paradigm Agency"
"13863","Naritiv","Parallel Entertainment"
"13864","Naritiv","Richard Wolpert"
"13865","Naritiv","Samer Hamadeh"
"13866","Naritiv","Social Leverage"
"13867","Naritiv","Sonny Singh"
"13868","Naritiv","Structure Fund"
"13869","Naritiv","Techstars"
"13870","Naritiv","Third Wave Digital"
"13871","Naritiv","Wavemaker Partners"
"13872","Narrative Visualization","David Llorente"
"13873","NarrativeDx","Capital Factory"
"13874","NarrativeDx","DreamIt Ventures"
"13875","NarrativeDx","FLOODGATE"
"13876","NarrativeDx","LiveOak Venture Partners"
"13877","NarrativeDx","Silverton Partners"
"13878","NarrativeWave, Inc.","Frost Data Capital"
"13879","Narsys Mobile","Capital Innovators"
"13880","Narvalous","Huican Zhu"
"13881","Narvalous","Larry Li"
"13882","Narvalous","Ping Wu"
"13883","Narvar","Accel"
"13884","Narvar","Commerce Ventures"
"13885","Narvar","Crosscut Ventures"
"13886","Narvar","Freestyle Capital"
"13887","Narvar","High Alpha"
"13888","Narvar","RiverPark Ventures"
"13889","Narvii","Venrock"
"13890","Naseeb Networks","Piton Capital"
"13891","Naseeb Networks","Vostok New Ventures Ltd"
"13892","Nashangban","Dunan Holding Group"
"13893","Nashangban","Intune Capital"
"13894","Nashangban","Wang Huai"
"13895","Nasty Gal","Index Ventures"
"13896","Nasty Gal","Ron Johnson"
"13897","Natera","Franklin Templeton Investments"
"13898","Natera","HealthCor Partners"
"13899","Natera","Jennison Associates"
"13900","Natera","OrbiMed Advisors"
"13901","Natera","RA Capital Management"
"13902","Natera","Sequoia Capital"
"13903","Natera","Sofinnova Ventures"
"13904","National Funding","Wells Fargo Capital"
"13905","National Prostaff","Thrive Accelerator"
"13906","National Technologies","O2 Investment Partners"
"13907","Native5","Microsoft Ventures"
"13908","Nativo","Advance Vixeid Partners"
"13909","Nativo","BDMI"
"13910","Nativo","e.ventures"
"13911","Nativo","Greycroft Partners"
"13912","Nativo","RezVen Partners"
"13913","Nativo","Signia Venture Partners"
"13914","Natter","Downing Ventures"
"13915","Naturally Yours","Sanjay Mehta"
"13916","Nature republic","Korea Investment Partners"
"13917","NatureBox","Canaan Partners"
"13918","NatureBox","General Catalyst Partners"
"13919","NatureBox","Global Founders Capital"
"13920","NatureBox","Kensington Capital Partners Limited"
"13921","NatureBox","Neuberger Berman Equity Funds"
"13922","NatureBox","SoftBank Capital"
"13923","NatureBox","Valley Oak Investments"
"13924","Nautilus Solar Energy","Rabobank"
"13925","navabi","Bauer Media"
"13926","navabi","Bauer Venture Partners"
"13927","navabi","Index Ventures"
"13928","Navdy","Eniac Ventures"
"13929","Navdy","Formation 8"
"13930","Navdy","Kevin Ding"
"13931","Navdy","Promus Ventures"
"13932","Navdy","Qualcomm Ventures"
